,activity,event,dataset_id,true_pos,false_pos,false_neg,precision,recall,F1,mean_abs_time_diff
45,outdoor_run,HS,Sub16_RF_HS,92,1,29,0.989247311827957,0.7603305785123967,0.8598130841121494,1.0978260869565217
46,outdoor_run,HS,Sub17_LF_HS,58,6,38,0.90625,0.6041666666666666,0.725,0.7586206896551724
47,outdoor_run,HS,Sub17_RF_HS,103,20,4,0.8373983739837398,0.9626168224299065,0.8956521739130435,1.8058252427184467
48,outdoor_run,HS,Sub18_LF_HS,250,13,7,0.9505703422053232,0.9727626459143969,0.9615384615384615,1.444
49,outdoor_run,HS,Sub18_RF_HS,283,42,7,0.8707692307692307,0.9758620689655172,0.9203252032520324,1.667844522968198
50,outdoor_run,HS,Sub19_LF_HS,245,60,0,0.8032786885245902,1.0,0.8909090909090909,1.273469387755102
51,outdoor_run,HS,Sub19_RF_HS,214,7,2,0.9683257918552036,0.9907407407407407,0.9794050343249429,1.3925233644859814
52,outdoor_run,HS,Sub20_LF_HS,150,4,0,0.974025974025974,1.0,0.9868421052631579,1.4066666666666667
53,outdoor_run,HS,Sub20_RF_HS,57,5,1,0.9193548387096774,0.9827586206896551,0.95,1.543859649122807
54,outdoor_run,TO,Sub12_LF_TO,9,0,62,1.0,0.1267605633802817,0.22499999999999998,2.3333333333333335
55,outdoor_run,TO,Sub12_RF_TO,198,102,27,0.66,0.88,0.7542857142857142,1.803030303030303
56,outdoor_run,TO,Sub13_LF_TO,377,71,1,0.8415178571428571,0.9973544973544973,0.9128329297820823,1.4111405835543767
57,outdoor_run,TO,Sub13_RF_TO,244,7,1,0.9721115537848606,0.9959183673469387,0.9838709677419355,1.5450819672131149
58,outdoor_run,TO,Sub14_LF_TO,0,0,67,0.0,0.0,0.0,1000.0
59,outdoor_run,TO,Sub14_RF_TO,1,54,66,0.01818181818181818,0.014925373134328358,0.016393442622950817,1.0
60,outdoor_run,TO,Sub15_LF_TO,0,0,31,0.0,0.0,0.0,1000.0
61,outdoor_run,TO,Sub15_RF_TO,150,10,0,0.9375,1.0,0.967741935483871,1.4466666666666668
62,outdoor_run,TO,Sub16_LF_TO,117,2,0,0.9831932773109243,1.0,0.9915254237288135,2.2051282051282053
63,outdoor_run,TO,Sub16_RF_TO,0,0,73,0.0,0.0,0.0,1000.0
64,outdoor_run,TO,Sub17_LF_TO,129,300,14,0.3006993006993007,0.9020979020979021,0.45104895104895104,4.1937984496124034
65,outdoor_run,TO,Sub17_RF_TO,343,212,2,0.618018018018018,0.9942028985507246,0.7622222222222222,2.8425655976676385
66,outdoor_run,TO,Sub18_LF_TO,283,17,8,0.9433333333333334,0.9725085910652921,0.9576988155668358,1.4982332155477032
67,outdoor_run,TO,Sub18_RF_TO,168,50,9,0.7706422018348624,0.9491525423728814,0.8506329113924052,1.0178571428571428
68,outdoor_run,TO,Sub19_LF_TO,23,63,62,0.26744186046511625,0.27058823529411763,0.26900584795321636,4.695652173913044
69,outdoor_run,TO,Sub19_RF_TO,45,108,57,0.29411764705882354,0.4411764705882353,0.3529411764705882,1.0444444444444445
70,outdoor_run,TO,Sub20_LF_TO,90,1,0,0.989010989010989,1.0,0.994475138121547,1.3333333333333333
71,outdoor_run,TO,Sub20_RF_TO,27,0,12,1.0,0.6923076923076923,0.8181818181818181,0.7037037037037037
72,outdoor_walknrun,HS,Sub12_LF_HS,1130,415,0,0.7313915857605178,1.0,0.8448598130841122,2.2787610619469025
73,outdoor_walknrun,HS,Sub12_RF_HS,30,99,118,0.23255813953488372,0.20270270270270271,0.21660649819494585,3.6333333333333333
74,outdoor_walknrun,HS,Sub13_LF_HS,2150,595,0,0.7832422586520947,1.0,0.8784473953013279,2.404186046511628
75,outdoor_walknrun,HS,Sub13_RF_HS,1164,93,1,0.9260143198090692,0.9991416309012876,0.9611890999174237,1.5472508591065293
76,outdoor_walknrun,HS,Sub14_LF_HS,1078,156,0,0.873581847649919,1.0,0.9325259515570935,2.4805194805194803
77,outdoor_walknrun,HS,Sub14_RF_HS,271,26,6,0.9124579124579124,0.9783393501805054,0.9442508710801394,3.734317343173432
78,outdoor_walknrun,HS,Sub15_LF_HS,189,224,16,0.4576271186440678,0.9219512195121952,0.6116504854368932,2.7301587301587302
79,outdoor_walknrun,HS,Sub15_RF_HS,255,382,1,0.4003139717425432,0.99609375,0.5711086226203806,2.5176470588235293
80,outdoor_walknrun,HS,Sub16_LF_HS,865,28,1,0.9686450167973124,0.9988452655889145,0.9835133598635587,1.615028901734104
81,outdoor_walknrun,HS,Sub16_RF_HS,255,141,0,0.6439393939393939,1.0,0.7834101382488479,1.7882352941176471
82,outdoor_walknrun,HS,Sub17_LF_HS,555,400,9,0.581151832460733,0.9840425531914894,0.7307439104674127,2.317117117117117
