,activity,event,dataset_id,cross_val_id ,true_pos,false_pos,false_neg,precision,recall,F1,mean_abs_time_diff
723,indoor_run,HS,Sub11_RF_HS,1,330,5,1,0.9850746268656716,0.9969788519637462,0.990990990990991,1.4515151515151514
724,indoor_run,HS,Sub11_RF_HS,2,540,1,0,0.9981515711645101,1.0,0.9990749306197965,1.8314814814814815
725,indoor_run,HS,Sub11_RF_HS,3,636,24,0,0.9636363636363636,1.0,0.9814814814814815,2.1210691823899372
726,indoor_run,TO,Sub1_LF_TO,1,617,210,0,0.7460701330108828,1.0,0.8545706371191136,2.280388978930308
727,indoor_run,TO,Sub1_LF_TO,2,362,84,18,0.8116591928251121,0.9526315789473684,0.8765133171912832,2.113259668508287
728,indoor_run,TO,Sub1_LF_TO,3,420,34,3,0.9251101321585903,0.9929078014184397,0.9578107183580388,1.7428571428571429
729,indoor_run,TO,Sub1_RF_TO,1,471,76,3,0.8610603290676416,0.9936708860759493,0.9226248775710088,1.9532908704883227
730,indoor_run,TO,Sub1_RF_TO,2,503,92,0,0.8453781512605042,1.0,0.9162112932604736,2.039761431411531
731,indoor_run,TO,Sub1_RF_TO,3,459,29,1,0.9405737704918032,0.9978260869565218,0.9683544303797469,1.8671023965141613
732,indoor_run,TO,Sub2_LF_TO,1,556,97,0,0.8514548238897397,1.0,0.9197684036393714,2.2464028776978417
733,indoor_run,TO,Sub2_LF_TO,2,604,198,0,0.7531172069825436,1.0,0.8591749644381222,2.4403973509933774
734,indoor_run,TO,Sub2_LF_TO,3,441,94,0,0.8242990654205608,1.0,0.9036885245901639,2.0975056689342404
735,indoor_run,TO,Sub2_RF_TO,1,324,73,1,0.8161209068010076,0.9969230769230769,0.8975069252077563,2.200617283950617
736,indoor_run,TO,Sub2_RF_TO,2,425,72,0,0.8551307847082495,1.0,0.9219088937093276,2.2729411764705882
737,indoor_run,TO,Sub2_RF_TO,3,356,75,0,0.8259860788863109,1.0,0.9047013977128335,2.283707865168539
738,indoor_run,TO,Sub3_LF_TO,1,335,51,6,0.8678756476683938,0.9824046920821115,0.9215955983493811,1.608955223880597
739,indoor_run,TO,Sub3_LF_TO,2,190,0,7,1.0,0.9644670050761421,0.9819121447028424,0.9894736842105263
740,indoor_run,TO,Sub3_LF_TO,3,326,269,1,0.5478991596638656,0.9969418960244648,0.7071583514099783,1.5030674846625767
741,indoor_run,TO,Sub3_RF_TO,1,410,192,2,0.6810631229235881,0.9951456310679612,0.8086785009861933,1.9585365853658536
742,indoor_run,TO,Sub3_RF_TO,2,508,9,0,0.9825918762088974,1.0,0.9912195121951219,1.9980314960629921
743,indoor_run,TO,Sub3_RF_TO,3,580,271,1,0.681551116333725,0.9982788296041308,0.8100558659217877,2.3741379310344826
744,indoor_run,TO,Sub4_LF_TO,1,436,42,0,0.9121338912133892,1.0,0.9540481400437637,2.2041284403669725
745,indoor_run,TO,Sub4_LF_TO,2,424,4,0,0.9906542056074766,1.0,0.9953051643192489,1.9316037735849056
746,indoor_run,TO,Sub4_LF_TO,3,313,33,2,0.9046242774566474,0.9936507936507937,0.9470499243570347,2.198083067092652
747,indoor_run,TO,Sub4_RF_TO,1,434,70,0,0.8611111111111112,1.0,0.9253731343283582,1.8133640552995391
748,indoor_run,TO,Sub4_RF_TO,2,293,74,0,0.7983651226158038,1.0,0.8878787878787879,1.242320819112628
749,indoor_run,TO,Sub4_RF_TO,3,305,79,6,0.7942708333333334,0.9807073954983923,0.8776978417266188,1.5377049180327869
750,indoor_run,TO,Sub5_LF_TO,1,398,62,9,0.8652173913043478,0.9778869778869779,0.9181084198385235,1.7060301507537687
751,indoor_run,TO,Sub5_LF_TO,2,413,3,0,0.9927884615384616,1.0,0.9963811821471652,1.5254237288135593
752,indoor_run,TO,Sub5_LF_TO,3,594,185,0,0.7625160462130937,1.0,0.8652585579024035,2.3686868686868685
753,indoor_run,TO,Sub5_RF_TO,1,321,31,7,0.9119318181818182,0.9786585365853658,0.9441176470588235,1.4174454828660437
754,indoor_run,TO,Sub5_RF_TO,2,374,1,0,0.9973333333333333,1.0,0.9986648865153538,1.2914438502673797
755,indoor_run,TO,Sub5_RF_TO,3,201,38,21,0.8410041841004184,0.9054054054054054,0.8720173535791756,1.3980099502487562
756,indoor_run,TO,Sub6_LF_TO,1,115,244,17,0.3203342618384401,0.8712121212121212,0.4684317718940937,3.991304347826087
757,indoor_run,TO,Sub6_LF_TO,2,421,74,0,0.8505050505050505,1.0,0.9192139737991267,1.9002375296912113
758,indoor_run,TO,Sub6_LF_TO,3,462,134,0,0.7751677852348994,1.0,0.8733459357277883,2.212121212121212
759,indoor_run,TO,Sub6_RF_TO,1,55,166,40,0.248868778280543,0.5789473684210527,0.34810126582278483,2.727272727272727
760,indoor_run,TO,Sub6_RF_TO,2,304,159,7,0.6565874730021598,0.977491961414791,0.7855297157622739,2.0953947368421053
761,indoor_run,TO,Sub6_RF_TO,3,415,31,0,0.9304932735426009,1.0,0.9639953542392568,2.1710843373493978
762,indoor_run,TO,Sub7_LF_TO,1,385,41,0,0.903755868544601,1.0,0.9494451294697904,2.148051948051948
763,indoor_run,TO,Sub7_LF_TO,2,491,70,0,0.875222816399287,1.0,0.9334600760456274,2.2077393075356415
764,indoor_run,TO,Sub7_LF_TO,3,428,57,0,0.8824742268041237,1.0,0.9375684556407448,1.985981308411215
765,indoor_run,TO,Sub7_RF_TO,1,618,149,0,0.8057366362451108,1.0,0.8924187725631769,2.592233009708738
766,indoor_run,TO,Sub7_RF_TO,2,629,153,0,0.8043478260869565,1.0,0.891566265060241,2.58664546899841
767,indoor_run,TO,Sub7_RF_TO,3,260,9,19,0.966542750929368,0.931899641577061,0.9489051094890512,1.8192307692307692
768,indoor_run,TO,Sub8_LF_TO,1,431,96,1,0.8178368121442126,0.9976851851851852,0.8988529718456727,2.1160092807424595
769,indoor_run,TO,Sub8_LF_TO,2,433,12,0,0.9730337078651685,1.0,0.9863325740318907,1.879907621247113
770,indoor_run,TO,Sub8_LF_TO,3,404,18,0,0.957345971563981,1.0,0.9782082324455207,1.9455445544554455
771,indoor_run,TO,Sub8_RF_TO,1,275,78,5,0.7790368271954674,0.9821428571428571,0.8688783570300158,1.970909090909091
772,indoor_run,TO,Sub8_RF_TO,2,356,55,0,0.8661800486618005,1.0,0.9282920469361148,1.5421348314606742
773,indoor_run,TO,Sub8_RF_TO,3,364,28,0,0.9285714285714286,1.0,0.962962962962963,1.7513661202185793
774,indoor_run,TO,Sub9_LF_TO,1,234,86,7,0.73125,0.970954356846473,0.8342245989304813,1.1111111111111112
775,indoor_run,TO,Sub9_LF_TO,2,369,659,0,0.35894941634241245,1.0,0.5282748747315676,1.7669376693766938
776,indoor_run,TO,Sub9_LF_TO,3,432,234,0,0.6486486486486487,1.0,0.7868852459016393,1.837962962962963
777,indoor_run,TO,Sub9_RF_TO,1,471,254,1,0.6496551724137931,0.9978813559322034,0.7869674185463659,1.8662420382165605
778,indoor_run,TO,Sub9_RF_TO,2,291,2,1,0.9931740614334471,0.9965753424657534,0.9948717948717949,1.0721649484536082
779,indoor_run,TO,Sub9_RF_TO,3,503,389,1,0.5639013452914798,0.998015873015873,0.7206303724928367,2.1411530815109345
780,indoor_run,TO,Sub10_LF_TO,1,304,10,3,0.9681528662420382,0.990228013029316,0.9790660225442834,1.5657894736842106
781,indoor_run,TO,Sub10_LF_TO,2,542,87,0,0.8616852146263911,1.0,0.9257045260461144,2.2637362637362637
782,indoor_run,TO,Sub10_LF_TO,3,251,22,9,0.9194139194139194,0.9653846153846154,0.9418386491557222,1.9375
783,indoor_run,TO,Sub10_RF_TO,1,395,66,0,0.8568329718004338,1.0,0.9228971962616823,2.250632911392405
784,indoor_run,TO,Sub10_RF_TO,2,431,55,1,0.8868312757201646,0.9976851851851852,0.9389978213507625,2.1902552204176335
785,indoor_run,TO,Sub10_RF_TO,3,379,73,1,0.838495575221239,0.9973684210526316,0.9110576923076923,2.311345646437995
786,indoor_run,TO,Sub11_LF_TO,1,485,80,6,0.8584070796460177,0.9877800407331976,0.9185606060606061,2.0618556701030926
787,indoor_run,TO,Sub11_LF_TO,2,576,0,0,1.0,1.0,1.0,1.8107638888888888
788,indoor_run,TO,Sub11_LF_TO,3,290,0,1,1.0,0.9965635738831615,0.9982788296041308,1.2724137931034483
